sample_id,iterations_to_verify,final_verdict,epr_history_explainer,epr_history_verifier,xai_method,llm_pair,Mutated
error_113_OmitFeature,2,accept,"[0.6549603343009949, 0.6265518069267273, 0.48246756196022034]","[0.9873499274253845, 1.067420482635498, 0.9407851099967957]",LIME,deepseek_gpt,False
error_41_InsertHallucination,1,accept,"[0.7103382349014282, 0.4060128331184387]","[0.7701973915100098, 0.7979448437690735]",Integrated Gradients,deepseek_gpt,False
error_5_OmitFeature,2,accept,"[0.5135370492935181, 0.36301445960998535, 0.3239271938800812]","[0.8231056332588196, 0.9153722524642944, 0.9118468761444092]",EBM,deepseek_gpt,False
error_118_OmitFeature,1,accept,"[0.6120598912239075, 0.30160120129585266]","[1.1098328828811646, 1.118068814277649]",LIME,deepseek_gpt,False
error_72_InsertHallucination,2,accept,"[0.7027158737182617, 0.44792643189430237, 0.537365198135376]","[1.1156660318374634, 1.019202709197998, 0.8155986070632935]",Integrated Gradients,deepseek_gpt,False
error_180_InsertHallucination,1,accept,"[0.7844375371932983, 0.6994750499725342]","[1.2091578245162964, 1.1268640756607056]",Integrated Gradients,deepseek_gpt,False
error_45_InsertHallucination,1,accept,"[0.6419733166694641, 0.41718289256095886]","[0.9866284132003784, 0.8547552824020386]",EBM,deepseek_gpt,False
error_76_InsertHallucination,3,accept,"[0.6291810274124146, 0.556432843208313, 0.3821219205856323, 0.4609558582305908]","[0.91440749168396, 1.3093061447143555, 1.018951654434204, 0.9862837195396423]",Integrated Gradients,deepseek_gpt,False
error_159_InsertHallucination,3,accept,"[0.8044748306274414, 0.6320631504058838, 0.8277842402458191, 0.3392461836338043]","[1.2434391975402832, 1.1897289752960205, 1.0079549551010132, 1.1522647142410278]",LIME,deepseek_gpt,False
error_93_InsertHallucination,10,reject,"[0.7168552279472351, 0.6387899518013, 0.2588636577129364, 0.4765309691429138, 0.5318785905838013, 0.5996432900428772, 0.3422287404537201, 0.8016543388366699, 0.7528992295265198, 0.6303271055221558, 0.7405707240104675]","[1.173752784729004, 0.9359601736068726, 0.89009690284729, 0.9076627492904663, 0.7401750683784485, 1.2501956224441528, 0.8997851014137268, 1.1793944835662842, 0.7131127119064331, 1.1010053157806396, 0.7108160853385925]",Integrated Gradients,deepseek_gpt,False
error_171_InsertHallucination,2,accept,"[0.7193981409072876, 0.4526712894439697, 0.40668079257011414]","[1.0021198987960815, 0.8089215159416199, 0.6256444454193115]",Integrated Gradients,deepseek_gpt,False
error_110_InsertHallucination,3,accept,"[0.6645623445510864, 0.4927513599395752, 0.629498302936554, 0.7076886296272278]","[1.1533689498901367, 1.0637199878692627, 0.9365921020507812, 1.047737956047058]",Integrated Gradients,deepseek_gpt,False
gradcampp_sample2_output_explanation_mut4,1,accept,"[1.1, 0.580464780330658]","[1.0, 0.7315112352371216]",Grad-Cam++,deepseek_gpt,True
gradcampp_sample2_output_explanation_mut6,1,accept,"[1.1, 0.5026118755340576]","[1.0, 0.7265112400054932]",Grad-Cam++,deepseek_gpt,True
gradcampp_sample2_output_explanation_mut3,1,accept,"[1.1, 0.5814399123191833]","[1.0, 0.8104283809661865]",Grad-Cam++,deepseek_gpt,True
gradcampp_sample2_output_explanation_mut5,1,accept,"[1.1, 0.8681983351707458]","[1.0, 1.0736145973205566]",Grad-Cam++,deepseek_gpt,True
gradcampp_sample2_output_explanation_mut2,1,accept,"[1.1, 0.6066829562187195]","[1.0, 0.6591504812240601]",Grad-Cam++,deepseek_gpt,True
gradcampp_sample2_output_explanation_mut1,2,accept,"[1.1, 0.6066654920578003, 0.5202485918998718]","[1.0, 1.097414255142212, 0.8655204772949219]",Grad-Cam++,deepseek_gpt,True
int_gradients_sample198_output_explanation_mut4,2,accept,"[1.1, 0.6848120093345642, 0.3153409957885742]","[1.0, 1.0645980834960938, 0.9727229475975037]",Integrated Gradients,deepseek_gpt,True
int_gradients_sample198_output_explanation_mut6,8,accept,"[1.1, 0.5794694423675537, 0.26507389545440674, 0.3875965178012848, 0.4413074553012848, 0.5294389724731445, 0.4538220167160034, 0.29187896847724915, 0.30845585465431213]","[1.0, 0.7892756462097168, 1.2396469116210938, 0.793844997882843, 0.5979046821594238, 0.68426513671875, 0.6399704813957214, 1.1189491748809814, 0.579058825969696]",Integrated Gradients,deepseek_gpt,True
int_gradients_sample198_output_explanation_mut3,10,reject,"[1.1, 0.3816877007484436, 0.40844491124153137, 0.44159525632858276, 0.4621192216873169, 0.3605192005634308, 0.3612721264362335, 0.5062015056610107, 0.5575567483901978, 0.5808311104774475, 0.39637699723243713]","[1.0, 0.8430723547935486, 1.048634648323059, 0.845474898815155, 1.1076619625091553, 0.5483565330505371, 1.2196199893951416, 0.9803726673126221, 0.6616324186325073, 0.6525887250900269, 1.131356954574585]",Integrated Gradients,deepseek_gpt,True
int_gradients_sample198_output_explanation_mut1,2,accept,"[1.1, 0.2740348279476166, 0.2985636591911316]","[1.0, 0.6423624753952026, 1.0141916275024414]",Integrated Gradients,deepseek_gpt,True
int_gradients_sample198_output_explanation_mut5,5,accept,"[1.1, 0.7168577909469604, 0.699779212474823, 0.44349685311317444, 0.5242128372192383, 0.36263585090637207]","[1.0, 0.7501654028892517, 1.1770552396774292, 0.7307888269424438, 0.7738755941390991, 1.1302858591079712]",Integrated Gradients,deepseek_gpt,True
int_gradients_sample198_output_explanation_mut2,9,accept,"[1.1, 0.5563899874687195, 0.5490871071815491, 0.6274300813674927, 0.4807312488555908, 0.42942145466804504, 0.4009711444377899, 0.49225160479545593, 0.49721983075141907, 0.3291427195072174]","[1.0, 0.7575016617774963, 0.9863218069076538, 0.7388680577278137, 0.947575569152832, 0.750976026058197, 0.9923142194747925, 0.8469797968864441, 0.6964070200920105, 1.0926145315170288]",Integrated Gradients,deepseek_gpt,True
LIME_diamonds.out_explanation_mut4,4,accept,"[1.1, 0.7903733849525452, 0.5557988286018372, 0.281975120306015, 0.692168653011322]","[1.0, 1.0895979404449463, 1.0339959859848022, 0.9348993301391602, 1.107903242111206]",LIME,deepseek_gpt,True
LIME_diamonds.out_explanation_mut3,4,accept,"[1.1, 0.5045337080955505, 0.5180128216743469, 0.5608782172203064, 0.8036413788795471]","[1.0, 1.179343819618225, 1.2945289611816406, 1.1077113151550293, 1.1150835752487183]",LIME,deepseek_gpt,True
LIME_diamonds.out_explanation_mut1,6,accept,"[1.1, 0.8025273084640503, 0.7092650532722473, 0.37719225883483887, 0.5969905853271484, 0.8923150897026062, 0.553369402885437]","[1.0, 1.2253135442733765, 1.3533227443695068, 0.9505611062049866, 1.1289472579956055, 0.976696789264679, 1.1614375114440918]",LIME,deepseek_gpt,True
LIME_diamonds.out_explanation_mut5,3,accept,"[1.1, 1.0644564628601074, 0.8421367406845093, 0.6538705825805664]","[1.0, 0.9556867480278015, 1.2893160581588745, 1.3177499771118164]",LIME,deepseek_gpt,True
LIME_diamonds.out_explanation_mut2,2,accept,"[1.1, 0.5263294577598572, 0.5336300134658813]","[1.0, 1.2559361457824707, 0.970558226108551]",LIME,deepseek_gpt,True
LIME_diamonds.out_explanation_mut6,1,accept,"[1.1, 0.42929568886756897]","[1.0, 0.968315601348877]",LIME,deepseek_gpt,True
wine.EBM.out_explanation_mut4,1,accept,"[1.1, 0.4367392063140869]","[1.0, 0.6990649104118347]",EBM,deepseek_gpt,True
wine.EBM.out_explanation_mut5,6,accept,"[1.1, 0.9028316736221313, 0.36747482419013977, 5.174605632873863e-08, 4.0253961941516536e-08, 0.26522186398506165, 0.5097306966781616]","[1.0, 1.1280986070632935, 1.2875956296920776, 1.095885157585144, 1.0246483087539673, 0.8933308720588684, 1.1173906326293945]",EBM,deepseek_gpt,True
wine.EBM.out_explanation_mut6,2,accept,"[1.1, 0.49078455567359924, 0.40831685066223145]","[1.0, 1.1128458976745605, 1.0442566871643066]",EBM,deepseek_gpt,True
wine.EBM.out_explanation_mut3,4,accept,"[1.1, 0.33732113242149353, 2.5597204356131442e-08, 5.1310834692230856e-08, 0.3350876569747925]","[1.0, 1.3588812351226807, 0.9495568871498108, 0.9407151341438293, 0.8888394832611084]",EBM,deepseek_gpt,True
wine.EBM.out_explanation_mut2,6,accept,"[1.1, 0.21192555129528046, 3.523018676787615e-08, 0.21504953503608704, 2.8101281301928793e-08, 0.31853801012039185, 0.34115225076675415]","[1.0, 1.3140285015106201, 0.8654648065567017, 1.3554859161376953, 0.9872331023216248, 0.8137876987457275, 0.670262336730957]",EBM,deepseek_gpt,True
wine.EBM.out_explanation_mut1,7,accept,"[1.1, 8.989475475118525e-08, 4.070963655067317e-08, 3.675656046198128e-08, 0.5375149846076965, 1.6016921122741223e-08, 0.19793862104415894, 0.34663400053977966]","[1.0, 0.8155741095542908, 0.9154230356216431, 0.878917932510376, 1.2891608476638794, 0.869550883769989, 1.26816725730896, 1.081190586090088]",EBM,deepseek_gpt,True
shap_acs_output_explanation_mut2,1,accept,"[1.1, 0.4151458144187927]","[1.0, 1.0139293670654297]",SHAP,deepseek_gpt,True
shap_acs_output_explanation_mut6,2,accept,"[1.1, 0.1574619561433792, 0.20574699342250824]","[1.0, 1.0085854530334473, 0.9418969750404358]",SHAP,deepseek_gpt,True
shap_acs_output_explanation_mut3,3,accept,"[1.1, 3.3579681257833727e-07, 0.17973099648952484, 0.43605437874794006]","[1.0, 0.9685931205749512, 1.2894443273544312, 0.9156297445297241]",SHAP,deepseek_gpt,True
shap_acs_output_explanation_mut5,6,accept,"[1.1, 0.36132341623306274, 0.09173664450645447, 6.34225783002762e-09, 1.0603072198023256e-08, 0.01914825849235058, 0.3255172073841095]","[1.0, 0.8708658814430237, 1.1808170080184937, 0.9593868255615234, 0.7611036896705627, 1.1887551546096802, 1.0587966442108154]",SHAP,deepseek_gpt,True
shap_acs_output_explanation_mut4,1,accept,"[1.1, 0.330776572227478]","[1.0, 0.9122900366783142]",SHAP,deepseek_gpt,True
shap_acs_output_explanation_mut1,4,accept,"[1.1, 3.866632170002049e-08, 5.73617908727897e-09, 1.7400248353283132e-08, 0.23524625599384308]","[1.0, 0.8999288082122803, 0.6597893834114075, 0.6609848737716675, 0.9068334102630615]",SHAP,deepseek_gpt,True
error_92_InsertHallucination,1,accept,"[0.8593348860740662, 0.28328630328178406]","[0.7624804377555847, 1.0605450868606567]",LIME,gpt_qwen,False
error_36_NegateRelation,1,accept,"[0.47940611839294434, 0.7113605737686157]","[0.7896209955215454, 1.0866796970367432]",LIME,gpt_qwen,False
error_189_MissingCoT,1,accept,"[0.9966180920600891, 0.7481348514556885]","[0.5137431621551514, 1.0048822164535522]",Grad-Cam++,gpt_qwen,False
error_94_InsertHallucination,1,accept,"[0.5851321816444397, 0.1287945955991745]","[0.3824103772640228, 0.5817947387695312]",Integrated Gradients,gpt_qwen,False
error_85_InsertHallucination,1,accept,"[0.9264187812805176, 0.4438398778438568]","[0.6019966006278992, 0.8836905360221863]",EBM,gpt_qwen,False
error_32_InsertHallucination,1,accept,"[0.8478034734725952, 0.2697426974773407]","[0.38218528032302856, 1.102800726890564]",Integrated Gradients,gpt_qwen,False
error_55_InsertHallucination,1,accept,"[0.6999104619026184, 0.35618671774864197]","[0.47684431076049805, 0.7028056383132935]",Integrated Gradients,gpt_qwen,False
error_141_NegateRelation,2,accept,"[0.6525025367736816, 0.6890029311180115, 0.269183874130249]","[0.7113289833068848, 1.1463733911514282, 1.2489601373672485]",LIME,gpt_qwen,False
error_33_NegateRelation,2,accept,"[0.4890737533569336, 0.29159900546073914, 0.8016732931137085]","[0.6272823214530945, 1.403383493423462, 1.2554439306259155]",LIME,gpt_qwen,False
error_150_InsertHallucination,1,accept,"[0.47974878549575806, 0.34805336594581604]","[0.4908219277858734, 0.5156669616699219]",Integrated Gradients,gpt_qwen,False
error_29_InsertHallucination,2,accept,"[0.8849493265151978, 0.39914822578430176, 0.5255934596061707]","[0.46426424384117126, 1.0323820114135742, 1.0274770259857178]",SHAP,gpt_qwen,False
error_100_InsertHallucination,1,accept,"[0.8248417377471924, 0.4348192512989044]","[0.6886023879051208, 1.0769739151000977]",EBM,gpt_qwen,False
error_160_InsertHallucination,1,accept,"[0.6581926345825195, 0.5539453029632568]","[0.5900909304618835, 0.6407133936882019]",Integrated Gradients,gpt_qwen,False
error_138_InsertHallucination,2,accept,"[0.6139245629310608, 0.4261554777622223, 0.6559096574783325]","[0.3179706037044525, 0.5885860919952393, 0.5049837827682495]",Integrated Gradients,gpt_qwen,False
error_60_InsertHallucination,1,accept,"[0.6617119908332825, 0.21211473643779755]","[0.5508091449737549, 0.5605053901672363]",LIME,gpt_qwen,False
error_20_InsertHallucination,1,accept,"[0.8854568004608154, 0.20830677449703217]","[0.32876601815223694, 0.7837948203086853]",Integrated Gradients,gpt_qwen,False
error_40_NegateRelation,4,accept,"[0.4229409396648407, 0.5876732468605042, 0.7591865658760071, 0.603563666343689, 0.6783786416053772]","[0.77542644739151, 1.2873893976211548, 1.2589882612228394, 1.2266106605529785, 1.1045148372650146]",LIME,gpt_qwen,False
error_124_None,1,accept,"[1.5398849248886108, 0.4540019929409027]","[0.8133633732795715, 0.7055873870849609]",SHAP,gpt_qwen,False
error_10_InsertHallucination,1,accept,"[0.7107766270637512, 0.6717577576637268]","[0.5609116554260254, 1.0854250192642212]",Integrated Gradients,gpt_qwen,False
error_188_None,1,accept,"[1.1624913215637207, 0.5467991232872009]","[0.7909618020057678, 0.9869499802589417]",SHAP,gpt_qwen,False
error_162_InsertHallucination,2,accept,"[0.8411599397659302, 0.6091105341911316, 0.5864043235778809]","[0.5825790762901306, 0.8542906045913696, 0.9188691973686218]",Integrated Gradients,gpt_qwen,False
error_194_InsertHallucination,2,accept,"[0.5810698866844177, 0.6255151033401489, 0.5185950994491577]","[0.6797093152999878, 1.2390379905700684, 1.1724034547805786]",LIME,gpt_qwen,False
error_47_InsertHallucination,2,accept,"[0.8402626514434814, 0.5964314341545105, 0.48139235377311707]","[0.4411531090736389, 1.0860071182250977, 1.1944150924682617]",Integrated Gradients,gpt_qwen,False
error_15_InsertHallucination,2,accept,"[0.8015378713607788, 0.6245728731155396, 0.4281902313232422]","[0.6297393441200256, 0.9871920347213745, 0.8729414343833923]",Integrated Gradients,gpt_qwen,False
error_130_InsertHallucination,2,accept,"[0.5855138897895813, 0.6766549944877625, 0.40851449966430664]","[0.7262060642242432, 1.111994981765747, 0.8565191626548767]",LIME,gpt_qwen,False
error_5_InsertHallucination,2,accept,"[0.9212104678153992, 0.6055101156234741, 0.49813881516456604]","[0.6741809248924255, 1.0569918155670166, 0.9661121368408203]",Integrated Gradients,gpt_qwen,False
error_88_InsertHallucination,1,accept,"[0.7534812092781067, 0.3585548996925354]","[0.549578070640564, 0.621211588382721]",Integrated Gradients,gpt_qwen,False
error_191_InsertHallucination,2,accept,"[0.7929224371910095, 0.4230007529258728, 0.500217080116272]","[0.6046909093856812, 0.8801918029785156, 0.675485372543335]",Integrated Gradients,gpt_qwen,False
error_146_NegateRelation,1,accept,"[0.3359132707118988, 0.6923010945320129]","[0.6766400933265686, 1.1649394035339355]",LIME,gpt_qwen,False
error_109_NegateRelation,2,accept,"[0.4607221186161041, 0.7104114294052124, 0.2627401649951935]","[0.7502250671386719, 1.3351970911026, 0.9002512693405151]",LIME,gpt_qwen,False
error_155_InsertHallucination,1,accept,"[0.6216874122619629, 0.6286499500274658]","[0.5312821269035339, 0.9879447221755981]",LIME,gpt_qwen,False
error_180_InsertHallucination,3,accept,"[0.8295181393623352, 0.37899550795555115, 0.3449612557888031, 0.24492135643959045]","[0.349408894777298, 0.7301891446113586, 0.5448688268661499, 1.0978493690490723]",Integrated Gradients,gpt_qwen,False
error_118_NegateRelation,1,accept,"[0.7818769812583923, 0.29954996705055237]","[0.5132792592048645, 0.8412290811538696]",Integrated Gradients,gpt_qwen,False
error_34_NegateRelation,3,accept,"[0.5803214907646179, 0.8124733567237854, 0.6699231863021851, 0.32466843724250793]","[0.766939103603363, 1.2292360067367554, 1.2557337284088135, 1.253720998764038]",LIME,gpt_qwen,False
gradcampp_sample2_output_explanation_mut4,1,accept,"[1.1, 0.6357409358024597]","[1.0, 0.9502620100975037]",Grad-Cam++,gpt_qwen,True
gradcampp_sample2_output_explanation_mut6,1,accept,"[1.1, 0.49464258551597595]","[1.0, 1.0170576572418213]",Grad-Cam++,gpt_qwen,True
gradcampp_sample2_output_explanation_mut3,1,accept,"[1.1, 0.6525509357452393]","[1.0, 0.9212856888771057]",Grad-Cam++,gpt_qwen,True
gradcampp_sample2_output_explanation_mut5,1,accept,"[1.1, 0.8162209987640381]","[1.0, 1.0435073375701904]",Grad-Cam++,gpt_qwen,True
gradcampp_sample2_output_explanation_mut2,1,accept,"[1.1, 0.7121148705482483]","[1.0, 1.0867985486984253]",Grad-Cam++,gpt_qwen,True
gradcampp_sample2_output_explanation_mut1,1,accept,"[1.1, 0.6278757452964783]","[1.0, 0.8108361959457397]",Grad-Cam++,gpt_qwen,True
int_gradients_sample198_output_explanation_mut4,10,reject,"[1.1, 0.6797271370887756, 0.3770860433578491, 0.545246422290802, 0.5653467178344727, 0.32317617535591125, 0.4779013693332672, 0.6236239075660706, 0.3723648190498352, 0.6821631193161011, 0.475280225276947]","[1.0, 1.1236194372177124, 0.927452802658081, 1.068732738494873, 1.0968222618103027, 0.8392283916473389, 0.6470345854759216, 1.1398593187332153, 0.7212428450584412, 1.3613295555114746, 0.8350697755813599]",Integrated Gradients,gpt_qwen,True
int_gradients_sample198_output_explanation_mut6,9,accept,"[1.1, 0.5112524032592773, 0.5445603132247925, 0.5601043105125427, 0.4899636507034302, 0.5807879567146301, 0.4940836727619171, 0.45440348982810974, 0.24026602506637573, 0.337859183549881]","[1.0, 1.1221156120300293, 1.0652049779891968, 0.7102494835853577, 0.715569794178009, 1.069366455078125, 1.0200574398040771, 0.8323714733123779, 1.0457996129989624, 0.7742908596992493]",Integrated Gradients,gpt_qwen,True
int_gradients_sample198_output_explanation_mut3,5,accept,"[1.1, 0.575473964214325, 0.3347479999065399, 0.42490455508232117, 0.3760104179382324, 0.3082687258720398]","[1.0, 1.232725739479065, 0.8770727515220642, 0.8965775966644287, 1.0611768960952759, 1.0476179122924805]",Integrated Gradients,gpt_qwen,True
int_gradients_sample198_output_explanation_mut1,2,accept,"[1.1, 0.8075621128082275, 0.4686757028102875]","[1.0, 0.6239641308784485, 0.7294376492500305]",Integrated Gradients,gpt_qwen,True
int_gradients_sample198_output_explanation_mut5,7,accept,"[1.1, 0.37283626198768616, 0.43123185634613037, 0.5955914855003357, 0.6231694221496582, 0.39650875329971313, 0.43575596809387207, 0.46413740515708923]","[1.0, 1.0786598920822144, 1.0770787000656128, 0.830166757106781, 1.015787124633789, 0.9141218662261963, 0.7936922311782837, 0.5648460984230042]",Integrated Gradients,gpt_qwen,True
int_gradients_sample198_output_explanation_mut2,4,accept,"[1.1, 0.5125139355659485, 0.672895073890686, 0.40538543462753296, 0.325437068939209]","[1.0, 1.152109146118164, 0.7190353274345398, 0.727822482585907, 0.9358717203140259]",Integrated Gradients,gpt_qwen,True
LIME_diamonds.out_explanation_mut4,3,accept,"[1.1, 1.2673192024230957, 0.4122651517391205, 0.5498443841934204]","[1.0, 1.1572593450546265, 1.2256336212158203, 1.1974260807037354]",LIME,gpt_qwen,True
LIME_diamonds.out_explanation_mut3,2,accept,"[1.1, 0.6528162360191345, 0.5465594530105591]","[1.0, 1.3465116024017334, 0.9093310832977295]",LIME,gpt_qwen,True
LIME_diamonds.out_explanation_mut1,2,accept,"[1.1, 0.5256878733634949, 0.39621564745903015]","[1.0, 1.2562135457992554, 1.1679493188858032]",LIME,gpt_qwen,True
LIME_diamonds.out_explanation_mut5,6,accept,"[1.1, 0.9512242674827576, 0.6037951111793518, 0.5281795263290405, 2.1480822454122972e-08, 2.8728713630243874e-08, 0.6491320729255676]","[1.0, 1.3040486574172974, 1.0656577348709106, 1.0410100221633911, 0.8221893310546875, 1.0178877115249634, 1.0711272954940796]",LIME,gpt_qwen,True
LIME_diamonds.out_explanation_mut2,2,accept,"[1.1, 0.9665933847427368, 0.7633144855499268]","[1.0, 1.119223713874817, 0.924599826335907]",LIME,gpt_qwen,True
LIME_diamonds.out_explanation_mut6,1,accept,"[1.1, 0.33592498302459717]","[1.0, 0.9330015182495117]",LIME,gpt_qwen,True
wine.EBM.out_explanation_mut4,2,accept,"[1.1, 0.458808958530426, 0.23356367647647858]","[1.0, 1.1135982275009155, 0.8510170578956604]",EBM,gpt_qwen,True
wine.EBM.out_explanation_mut5,10,reject,"[1.1, 0.9770469069480896, 0.3346647322177887, 3.414413995983523e-08, 0.6924117803573608, 0.37989363074302673, 0.37104013562202454, 0.26732638478279114, 0.3532750606536865, 0.5890252590179443, 0.4683985114097595]","[1.0, 1.1698626279830933, 1.422450065612793, 0.8749884963035583, 1.0593931674957275, 0.9832198023796082, 0.7762332558631897, 0.9566086530685425, 1.2894612550735474, 1.1432099342346191, 1.2482712268829346]",EBM,gpt_qwen,True
wine.EBM.out_explanation_mut6,1,accept,"[1.1, 0.37130746245384216]","[1.0, 0.5543407201766968]",EBM,gpt_qwen,True
wine.EBM.out_explanation_mut3,1,accept,"[1.1, 0.277981162071228]","[1.0, 1.2204012870788574]",EBM,gpt_qwen,True
wine.EBM.out_explanation_mut2,3,accept,"[1.1, 0.676463782787323, 0.170688658952713, 0.24800866842269897]","[1.0, 1.2373234033584595, 1.3251501321792603, 0.8964775800704956]",EBM,gpt_qwen,True
wine.EBM.out_explanation_mut1,2,accept,"[1.1, 0.48236095905303955, 0.36693501472473145]","[1.0, 1.0684356689453125, 0.6685552000999451]",EBM,gpt_qwen,True
shap_acs_output_explanation_mut2,5,accept,"[1.1, 0.20614753663539886, 0.15126346051692963, 0.14597941935062408, 0.35728275775909424, 0.05984220653772354]","[1.0, 0.8666720986366272, 0.761365532875061, 0.9172040224075317, 0.8674384951591492, 0.9085395336151123]",SHAP,gpt_qwen,True
shap_acs_output_explanation_mut6,1,accept,"[1.1, 0.31224489212036133]","[1.0, 0.8430208563804626]",SHAP,gpt_qwen,True
shap_acs_output_explanation_mut3,2,accept,"[1.1, 0.3103336989879608, 0.3901824355125427]","[1.0, 1.0053541660308838, 0.8479642271995544]",SHAP,gpt_qwen,True
shap_acs_output_explanation_mut5,1,accept,"[1.1, 0.16845989227294922]","[1.0, 0.9704411625862122]",SHAP,gpt_qwen,True
shap_acs_output_explanation_mut4,3,accept,"[1.1, 0.277238130569458, 0.06973569095134735, 0.3963095247745514]","[1.0, 0.9352114796638489, 0.9666134119033813, 0.7209305167198181]",SHAP,gpt_qwen,True
shap_acs_output_explanation_mut1,4,accept,"[1.1, 3.866632170002049e-08, 1.5984953805059376e-08, 0.2688180208206177, 0.16133736073970795]","[1.0, 0.7689849138259888, 0.9436727166175842, 1.0046464204788208, 0.9185571074485779]",SHAP,gpt_qwen,True
